"runtime","fps","found","explored","disk_usage","hash_load_factor","collisions"
29106,3027939,50407797,88657086206,10.20,34.6235,29322262727
29166,2990537,50461185,88838458011,10.20,34.6501,29382472769
29226,2940019,50500090,89020300100,10.20,34.6760,29442617955
29286,3090905,50536364,89203212071,10.20,34.6991,29503133521
29346,2896134,50580849,89387723096,10.20,34.7245,29564302490
29406,3100542,50617395,89569606067,10.20,34.7473,29624549628
29466,2925674,50646836,89752498488,10.20,34.7636,29685094672
29526,3063251,50680929,89936928766,10.20,34.7814,29746150344
29586,3086174,50722475,90119452969,10.20,34.8069,29806637966
29646,3042109,50760965,90301253250,10.20,34.8276,29866826208
29706,3097384,50795319,90485305974,10.20,34.8461,29927785151
29766,3103334,50829916,90667643310,10.20,34.8630,29988269091
29826,3172941,50857647,90852733278,10.20,34.8786,30049560128
29886,2880174,50894888,91037030715,10.20,34.9009,30110581279
29946,3021286,50935379,91219884159,10.20,34.9218,30171152266
30006,3126744,50967848,91405898980,10.20,34.9409,30232817397
30066,3189863,51015157,91589748740,10.20,34.9677,30293770992
30126,3195070,51049578,91774374731,10.20,34.9895,30355042415
30186,3046480,51092435,91959727071,10.20,35.0134,30416414849
30246,3025077,51143952,92144414519,10.20,35.0418,30477781446
30306,3032699,51182785,92328520411,10.20,35.0643,30538763363
30366,3045988,51214038,92512166279,10.20,35.0827,30599616848
30426,2968149,51259836,92696876639,10.20,35.1061,30660803099
30486,3005172,51301921,92879027010,10.20,35.1317,30721247698
30546,3164395,51347254,93062517488,10.20,35.1573,30782144380
30606,2957790,51400186,93244423235,10.20,35.1921,30842623760
30666,3085168,51448989,93429911314,10.20,35.2238,30904220659
30726,3033711,51484030,93613228294,10.20,35.2442,30964847766
30786,2987067,51521271,93798702134,10.20,35.2674,31026274571
30846,3097489,51559652,93982585120,10.20,35.2919,31087159369
30906,3115183,51604481,94168009137,10.20,35.3222,31148717249
30966,2987091,51648127,94353227617,10.20,35.3490,31210126750
31026,3075302,51679868,94538269070,10.20,35.3678,31271557916
31086,3079849,51710529,94721738385,10.20,35.3857,31332331488
31146,3168693,51748265,94906552980,10.20,35.4084,31393632013
31206,3122261,51780127,95090972778,10.20,35.4276,31454709323
31266,3139323,51820217,95277008872,10.20,35.4515,31516312612
31326,2986628,51847983,95460581388,10.20,35.4701,31577069778
31386,3015040,51877762,95644940739,10.20,35.4897,31638178294
31446,3307822,51950189,95827187459,10.20,35.5273,31698526275
31506,3038702,51993239,96009544131,10.20,35.5524,31758841611
31566,3048128,52028470,96193363820,10.20,35.5726,31819595882
31626,3063814,52067046,96376544231,10.20,35.5941,31880141597
31686,3113917,52107009,96561400150,10.20,35.6199,31941340668
31746,3150458,52143632,96746262401,10.20,35.6399,32002575989
31806,3060443,52165635,96930744093,10.20,35.6529,32063699719
31866,3171735,52203312,97115910073,10.20,35.6762,32125124818
31926,3111136,52235722,97300630790,10.20,35.6957,32186347216
31986,3167423,52281281,97485258043,10.20,35.7218,32247469729
32046,2992380,52331683,97669547937,10.20,35.7507,32308569330
32106,3054772,52362667,97853110836,10.20,35.7708,32369417889
32166,3183743,52406172,98037059360,10.20,35.7948,32430267245
32226,2959432,52447950,98218498789,10.20,35.8200,32490344650
32286,3030865,52476273,98404156343,10.20,35.8370,32551850448
32346,3215765,52509406,98589057052,10.20,35.8561,32613083320
32406,2954668,52550816,98771465926,10.20,35.8767,32673451883
32466,3012432,52581630,98955484680,10.20,35.8941,32734324510
32526,3091901,52610032,99135171900,10.20,35.9118,32793750192
32586,2913797,52647460,99318473704,10.20,35.9346,32854388539
32646,2962176,52684859,99502981098,10.20,35.9591,32915425270
32706,3019428,52719300,99685597417,10.20,35.9798,32975847527
32766,2907350,52756036,99869905344,10.20,36.0021,33036967804
32826,2913586,52799621,100053147317,10.20,36.0305,33097584297
32886,3113585,52848236,100236857607,10.20,36.0600,33158408565
32946,3096961,52889385,100421056284,10.20,36.0878,33219376080
