"runtime","fps","found","explored","disk_usage","fixed_hash_load_factor","hash_load_factor","cache_load_factor","collisions"
25387,1783405,38453172,8960419414,10.78,14.8905,14.8905,10.4194,6007308656
25447,1364412,38490139,8985000010,10.78,14.9013,14.9013,15.0000,6023487666
25507,1708306,38520389,9002148350,10.78,14.9104,14.9104,12.1483,6034645359
25567,0,38567987,9025000010,10.78,14.9252,14.9252,15.0000,6049735025
25627,1583156,38598890,9044534336,10.78,14.9351,14.9351,14.5343,6062450835
25687,1985570,38622698,9057423043,10.78,14.9426,14.9426,7.4230,6070780684
25747,1671854,38666602,9082197997,10.78,14.9562,14.9562,12.1980,6087089732
25807,0,38688866,9095000010,10.78,14.9626,14.9626,15.0000,6095625821
25867,1657393,38724321,9122924688,10.78,14.9723,14.9723,12.9247,6113973860
25927,0,38738589,9135000010,10.78,14.9760,14.9760,15.0000,6122047769
25987,0,38765618,9155000010,10.78,14.9827,14.9827,15.0000,6135086790
26047,0,38786508,9175000010,10.78,14.9891,14.9891,15.0000,6148145590
26107,0,38806214,9195000010,10.78,14.9945,14.9945,15.0000,6161166877
26167,0,38836930,9215000010,10.78,5.3006,15.0044,15.0000,6174358770
26227,0,38865729,9235000010,10.78,5.6291,15.0135,15.0000,6187540692
26287,0,38890566,9255000010,10.78,5.8616,15.0203,15.0000,6200804106
26347,0,38918703,9275000010,10.78,6.0479,15.0279,15.0000,6214005673
26407,0,38946762,9295000010,10.78,6.2104,15.0362,15.0000,6227289284
26467,0,38962577,9305000010,10.78,6.2805,15.0410,15.0000,6233825100
26527,0,38992325,9325000010,10.78,6.4096,15.0495,15.0000,6246935753
26587,0,39014385,9345000010,10.78,6.5423,15.0559,15.0000,6260161299
26647,0,39040933,9365000010,10.78,6.6586,15.0626,15.0000,6273276317
26707,0,39072403,9385000010,10.78,6.7683,15.0700,15.0000,6286477303
26767,0,39116887,9415000010,10.78,6.9322,15.0818,15.0000,6306308223
26827,0,39141238,9435000010,10.78,7.0377,15.0890,15.0000,6319548215
26887,1710975,39179374,9452667616,10.78,7.1310,15.1021,12.6676,6331024830
26947,0,39220815,9475000010,10.78,7.2252,15.1166,15.0000,6345691824
27007,780474,39240638,9485780484,10.78,7.2702,15.1226,5.7805,6352689546
27067,0,39270987,9505000010,10.78,7.3410,15.1317,15.0000,6365367885
27127,0,39308700,9525000010,10.78,7.4167,15.1424,15.0000,6378425562
27187,0,39345236,9545000010,10.78,7.4770,15.1523,15.0000,6391617851
27247,0,39373829,9565000010,10.78,7.5444,15.1621,15.0000,6404865335
27307,0,39406042,9585000010,10.78,7.6094,15.1744,15.0000,6418028012
27367,0,39431704,9605000010,10.78,7.6709,15.1816,15.0000,6431144113
27427,0,39460066,9625000010,10.78,7.7409,15.1913,15.0000,6444425786
27487,0,39488138,9645000010,10.78,7.8060,15.2004,15.0000,6457718978
27547,0,39521072,9665000010,10.78,7.8675,15.2119,15.0000,6471024724
27607,1737114,39545515,9681705701,10.78,7.9187,15.2195,11.7057,6481880292
27667,1775842,39571079,9700623485,10.78,7.9744,15.2271,10.6235,6494260564
27727,0,39596196,9715000010,10.78,8.0182,15.2335,15.0000,6503896010
27787,0,39642008,9735000010,10.78,8.0726,15.2430,15.0000,6516981304
27847,0,39680676,9755000010,10.78,8.1363,15.2555,15.0000,6530097519
27907,0,39726044,9775000010,10.78,8.2039,15.2707,15.0000,6543220703
27967,0,39765359,9795000010,10.78,8.2821,15.2841,15.0000,6556399327
28027,0,39805608,9815000010,10.78,8.3459,15.2939,15.0000,6569597704
28087,0,39858577,9835000010,10.78,8.4048,15.3054,15.0000,6582704984
28147,0,39901733,9855000010,10.78,8.4574,15.3149,15.0000,6595948634
28207,0,39937051,9875000010,10.78,8.5079,15.3243,15.0000,6609392491
28267,0,39974913,9895000010,10.78,8.5524,15.3350,15.0000,6622638711
28327,484225,40004146,9915000010,10.78,8.5871,15.3425,15.0000,6635901944
28387,0,40018429,9925000010,10.78,8.6095,15.3464,15.0000,6642612505
28447,1569304,40072948,9954778380,10.78,8.6771,15.3612,14.7784,6662437427
28507,0,40089886,9965000010,10.78,8.6988,15.3650,15.0000,6669264269
28567,0,40120696,9985000010,10.78,8.7369,15.3722,15.0000,6682485967
28627,0,40146487,10005000010,10.78,8.7777,15.3798,15.0000,6695809011
28687,0,40173507,10025000010,10.78,8.8137,15.3871,15.0000,6709147829
28747,488191,40205801,10045000010,10.78,8.8558,15.3961,15.0000,6722548871
28807,0,40237483,10065000010,10.78,8.8959,15.4036,15.0000,6735853981
28867,1609547,40270696,10084075719,10.78,8.9339,15.4119,14.0757,6748440327
28927,1900673,40292210,10098010830,10.78,8.9574,15.4163,8.0108,6757509836
28987,0,40315904,10115000010,10.78,8.9877,15.4215,15.0000,6768976601
29047,0,40350942,10135000010,10.78,9.0265,15.4299,15.0000,6782171164
29107,0,40377138,10155000010,10.78,9.0685,15.4365,15.0000,6795558983
29167,0,40414841,10175000010,10.78,9.1097,15.4446,15.0000,6808724905
29227,0,40444743,10195000010,10.78,9.1448,15.4518,15.0000,6822053695
29287,1553846,40474483,10213652792,10.78,9.1810,15.4583,13.6528,6834262571
29347,49101,40503932,10235000010,10.78,9.2161,15.4650,15.0000,6848467220
29407,0,40524687,10255000010,10.78,9.2450,15.4697,15.0000,6861812317
29467,0,40544909,10275000010,10.78,9.2665,15.4746,15.0000,6875062977
29527,254310,40566477,10295000010,10.78,9.2979,15.4803,15.0000,6888342740
29587,0,40591305,10315000010,10.78,9.3352,15.4864,15.0000,6901574870
29647,0,40623669,10335000010,10.78,9.3694,15.4949,15.0000,6914774804
29707,0,40655902,10355000010,10.78,9.3999,15.5020,15.0000,6928102733
29767,761167,40680466,10375000010,10.78,9.4246,15.5076,15.0000,6941532824
29827,1944900,40697110,10387324392,10.78,9.4411,15.5116,7.3244,6949604993
29887,0,40754027,10415000010,10.78,9.4966,15.5253,15.0000,6968353463
29947,0,40796604,10435000010,10.78,9.5365,15.5370,15.0000,6981807327
30007,0,40820128,10445000010,10.78,9.5630,15.5427,15.0000,6988452734
30067,0,40857785,10465000010,10.78,9.6088,15.5523,15.0000,7001891821
30127,0,40928588,10485000010,10.78,9.6591,15.5616,15.0000,7015290646
30187,0,40980194,10505000010,10.78,9.7073,15.5694,15.0000,7028539936
30247,0,41041501,10525000010,10.78,9.7696,15.5842,15.0000,7041744974
30307,0,41098435,10545000010,10.78,9.8198,15.5994,15.0000,7055110380
30367,0,41164751,10565000010,10.78,9.8812,15.6179,15.0000,7068409934
30427,987654,41208794,10585000010,10.78,9.9244,15.6289,15.0000,7081750512
30487,0,41250680,10605000010,10.78,9.9604,15.6391,15.0000,7094999724
30547,0,41293770,10625000010,10.78,10.0047,15.6495,15.0000,7108300816
30607,0,41331137,10645000010,10.78,10.0473,15.6620,15.0000,7121453595
30667,0,41388177,10675000010,10.78,10.1097,15.6822,15.0000,7141192073
